master_name,old_name,booth_rank,old_booth_rank,name_jw_score,name_lv_score,booth_score,average_score,matched_on
CHANDPUR,CHANDAPUR,0.9021739130434783,0.9230769230769231,0.9777777777777777,0.8888888888888888,1.0,0.96,new_name
CHATARA,CHATARA,0.4440993788819876,0.4633699633699634,1.0,1.0,1.0,1.0,new_name
CHAUKHADA,CHAUKHADA,0.40372670807453415,0.4139194139194139,1.0,1.0,1.0,1.0,new_name
CHAURIYA,CHIRIYA,0.15527950310559005,0.1684981684981685,0.8507936507936509,0.75,1.0,0.87,new_name
CHITRAGOPI,CHITRAGOPI,0.043478260869565216,0.04395604395604396,1.0,1.0,1.0,1.0,new_name
COLONY,COLLEGE,0.4425465838509317,0.5164835164835165,0.6428571428571429,0.4285714285714286,1.0,0.69,new_name
DABURA,DABURA,0.33540372670807456,0.34798534798534797,1.0,1.0,1.0,1.0,new_name
DADHAPA,DADHAPA,0.7670807453416149,0.7985347985347986,1.0,1.0,1.0,1.0,new_name
DAMAUL,DHAMAUL,0.8105590062111802,0.8424908424908425,0.9571428571428572,0.8571428571428572,1.0,0.94,new_name
DARIYAPUR,DARIYAPUR,0.19254658385093168,0.2087912087912088,1.0,1.0,1.0,1.0,new_name
DAYA,DABURA,0.10869565217391304,0.34798534798534797,0.8,0.5,1.0,0.77,new_name
DEV,DEV,0.8369565217391305,0.8626373626373626,1.0,1.0,1.0,1.0,new_name
DEVADHARI,DEVADHARI,0.7919254658385093,0.8241758241758241,1.0,1.0,1.0,1.0,new_name
DEVAHARA,DEVAHARA,0.049689440993788817,0.04578754578754579,1.0,1.0,1.0,1.0,new_name
DEVARIYA,DEVARIYA,0.08385093167701863,0.13553113553113552,1.0,1.0,1.0,1.0,new_name
DHAMARPUR,DHAMARPUR,0.6832298136645962,0.7106227106227107,1.0,1.0,1.0,1.0,new_name
DHANADI,DHANARI,0.7329192546583851,0.7619047619047619,0.9428571428571428,0.8571428571428572,1.0,0.93,new_name
DHANANV,DHANAV,0.8975155279503105,0.9194139194139194,0.9714285714285714,0.8571428571428572,1.0,0.94,new_name
DHANDHAVA,DHANDHAVA,0.26242236024844723,0.28205128205128205,1.0,1.0,1.0,1.0,new_name
DHARANIDHAR,DHARANIDHAR,0.5496894409937888,0.5769230769230769,1.0,1.0,1.0,1.0,new_name
DIHRI,DIHARI,0.03260869565217391,0.03296703296703297,0.9611111111111111,0.8333333333333334,1.0,0.93,new_name
DOSAMA,DOSAMA,0.22981366459627328,0.6245421245421245,1.0,1.0,1.0,1.0,new_name
DOSMHA,DOSAMA,0.9984472049689441,0.6245421245421245,0.8755555555555556,0.6666666666666667,1.0,0.85,new_name
DUMRI,DUMARI,0.9798136645962733,0.9853479853479854,0.9611111111111111,0.8333333333333334,1.0,0.93,new_name
ERAKI,ERAKI,0.9083850931677019,0.9267399267399268,1.0,1.0,1.0,1.0,new_name
ERAURA,ERAURA,0.953416149068323,0.967032967032967,1.0,1.0,1.0,1.0,new_name
FESAR,FESARA,0.18167701863354038,0.20390720390720393,0.9666666666666667,0.8333333333333334,1.0,0.93,new_name
FESARA,FESARA,0.20496894409937888,0.20390720390720393,1.0,1.0,1.0,1.0,new_name
FULAVARIYA,FULAVARIYA,0.9316770186335404,0.9487179487179487,1.0,1.0,1.0,1.0,new_name
GAMHARI,GAMHARI,0.17391304347826086,0.18681318681318682,1.0,1.0,1.0,1.0,new_name
GANGATI,GANGATI,0.562111801242236,0.5897435897435898,1.0,1.0,1.0,1.0,new_name
GURAGAIYA,GURAGAIYA,0.7732919254658385,0.8058608058608059,1.0,1.0,1.0,1.0,new_name
HAJARIKARMA,HAJARIKARMA,0.7080745341614907,0.7362637362637363,1.0,1.0,1.0,1.0,new_name
HARANAHI,HARANAHI,0.14285714285714285,0.15384615384615385,1.0,1.0,1.0,1.0,new_name
HARIHAR,HARIHAR,0.7515527950310559,0.7802197802197802,1.0,1.0,1.0,1.0,new_name
HASAULI,HASAULI,0.7391304347826086,0.7692307692307693,1.0,1.0,1.0,1.0,new_name
HETAMAPUR,HETAMAPUR,0.40683229813664595,0.4175824175824176,1.0,1.0,1.0,1.0,new_name
I,IPUR,0.7142857142857143,0.8388278388278388,0.75,0.25,1.0,0.67,new_name
IBANAPUR,IBANAPUR,0.3447204968944099,0.3553113553113553,1.0,1.0,1.0,1.0,new_name
IBRAHIMAPUR,IBRAHIMAPUR,0.16459627329192547,0.17582417582417584,1.0,1.0,1.0,1.0,new_name
IPUR,IPUR,0.8059006211180124,0.8388278388278388,1.0,1.0,1.0,1.0,new_name
ISRAUR,ISARAUR,0.8664596273291926,0.8864468864468864,0.9174603174603175,0.8571428571428572,1.0,0.92,new_name
JAGAPUR,JAGAPUR,0.052795031055900624,0.14468864468864467,1.0,1.0,1.0,1.0,new_name
JAGDISHPUR,JAGAPUR,0.21739130434782608,0.14468864468864467,0.8733333333333334,0.6,1.0,0.82,new_name
JAMHOR,JAMHOR,0.012422360248447204,0.012820512820512822,1.0,1.0,1.0,1.0,new_name
JARAMAKHAP,JARAMAKHAP,0.33229813664596275,0.3443223443223443,1.0,1.0,1.0,1.0,new_name
JASOIYA,JASOIYA,0.41770186335403725,0.43040293040293043,1.0,1.0,1.0,1.0,new_name
JOKAHARI,JOKAHARI,0.024844720496894408,0.02564102564102564,1.0,1.0,1.0,1.0,new_name
KAJI,KAJI,0.6350931677018634,0.6611721611721612,1.0,1.0,1.0,1.0,new_name
KALA,KALA,0.18788819875776397,0.20146520146520147,1.0,1.0,1.0,1.0,new_name
KANABEHARI,KANABEHARI,0.37267080745341613,0.38461538461538464,1.0,1.0,1.0,1.0,new_name
KANATARI,KANATARI,0.8944099378881988,0.9157509157509157,1.0,1.0,1.0,1.0,new_name
KANCHANPUR,KANCHANAPUR,0.9642857142857143,0.9743589743589743,0.9818181818181818,0.9090909090909091,1.0,0.96,new_name
KAPASIYA,KAPASIYA,0.30279503105590067,0.31868131868131866,1.0,1.0,1.0,1.0,new_name
KARAHARA,KARAHARA,0.37577639751552794,0.3882783882783883,1.0,1.0,1.0,1.0,new_name
KARAMA,KARMA,0.7608695652173914,0.7912087912087912,0.9144444444444445,0.8333333333333334,1.0,0.92,new_name
KARANJA,KARANJA,0.2484472049689441,0.2673992673992674,1.0,1.0,1.0,1.0,new_name
KARIYAVA,KARIYAVA,0.40062111801242234,0.41025641025641024,1.0,1.0,1.0,1.0,new_name
KASAV,KASAV,0.610248447204969,0.6355311355311355,1.0,1.0,1.0,1.0,new_name
KATAIYA,KATAIYA,0.8555900621118012,0.8772893772893773,1.0,1.0,1.0,1.0,new_name
KATHAUTIRYA,KATHAUTIYA,0.10248447204968944,0.10622710622710622,0.9818181818181818,0.9090909090909091,1.0,0.96,new_name
KESAUR,KESHAUR,0.8788819875776398,0.9010989010989011,0.9666666666666667,0.8571428571428572,1.0,0.94,new_name
KETAKI,KETAKI,0.9456521739130435,0.9615384615384616,1.0,1.0,1.0,1.0,new_name
KHADIHA,KHADIHA,0.7763975155279503,0.9340659340659341,1.0,1.0,1.0,1.0,new_name
KHAIRABINDA,KHAIRABINDA,0.06521739130434782,0.06593406593406594,1.0,1.0,1.0,1.0,new_name
KHAIRI,KHAIRI,0.13043478260869565,0.1391941391941392,1.0,1.0,1.0,1.0,new_name
KHAKHADA,KHAKHADA,0.7546583850931677,0.7838827838827839,1.0,1.0,1.0,1.0,new_name
KHARDIHA,KHADIHA,0.9161490683229814,0.9340659340659341,0.9708333333333333,0.875,1.0,0.95,new_name
KHEMCHAND,KHEMACHAND,0.9363354037267081,0.9542124542124542,0.9577777777777777,0.9,1.0,0.95,new_name
KOSADIHARA,KOSADIHARA,0.08540372670807453,0.08974358974358974,1.0,1.0,1.0,1.0,new_name
KOSIYARI,KOSIYARI,0.8618012422360248,0.8827838827838828,1.0,1.0,1.0,1.0,new_name
KUNDA,KUNDA,0.7484472049689441,0.7765567765567766,1.0,1.0,1.0,1.0,new_name
KURAMHA,KURAMHA,0.11645962732919254,0.12271062271062272,1.0,1.0,1.0,1.0,new_name
KUSHI,KUSHI,0.3198757763975155,0.3315018315018315,1.0,1.0,1.0,1.0,new_name
LEPURA,ERAURA,0.2826086956521739,0.967032967032967,0.7777777777777777,0.5,1.0,0.76,new_name
MALAHARA,MALAHARA,0.8913043478260869,0.9120879120879121,1.0,1.0,1.0,1.0,new_name
MAMAKA,MAMAKA,0.2515527950310559,0.27106227106227104,1.0,1.0,1.0,1.0,new_name
MANDARAPURA,MANDARAPURA,0.2360248447204969,0.25274725274725274,1.0,1.0,1.0,1.0,new_name
MANJHAR,MANZAR,0.2577639751552795,0.2783882783882784,0.8944444444444445,0.7142857142857143,1.0,0.87,new_name
MANJURAHI,MANJURAHI,0.07142857142857142,0.07326007326007326,1.0,1.0,1.0,1.0,new_name
MAULANAGAR,MAULANAGAR,0.15217391304347827,0.16483516483516483,1.0,1.0,1.0,1.0,new_name
MIRZA,MANZAR,0.391304347826087,0.2783882783882784,0.7300000000000001,0.5,1.0,0.74,new_name
MOHIDINAPUR,MOHIDINAPUR,0.2422360248447205,0.2600732600732601,1.0,1.0,1.0,1.0,new_name
NARA,NARA,0.41304347826086957,0.4249084249084249,1.0,1.0,1.0,1.0,new_name
NARACHI,NARACHI,0.7857142857142857,0.8168498168498168,1.0,1.0,1.0,1.0,new_name
NARAYANAPUR,NARAYANAPUR,0.984472049689441,0.989010989010989,1.0,1.0,1.0,1.0,new_name
NAUGADH,NAUGAD,0.29037267080745344,0.3076923076923077,0.9714285714285714,0.8571428571428572,1.0,0.94,new_name
NAVADIH,NAVADIH,0.45474711623779945,0.4761904761904762,1.0,1.0,1.0,1.0,new_name
NEHUTA,NEHUTI,0.2950310559006211,0.3058608058608059,0.9333333333333333,0.8333333333333334,1.0,0.92,new_name
NEPAVA,NEPAVA,0.7577639751552795,0.7875457875457875,1.0,1.0,1.0,1.0,new_name
ORA,ORA,0.36180124223602483,0.3717948717948718,1.0,1.0,1.0,1.0,new_name
Others,Others,0.5683229813664595,0.5626595626595626,1.0,1.0,1.0,1.0,new_name
PADRAWAN,PARASAN,0.037267080745341616,0.8021978021978022,0.8952380952380953,0.75,1.0,0.88,new_name
PAHARAMA,PAHARAMA,0.2857142857142857,0.304029304029304,1.0,1.0,1.0,1.0,new_name
PANDEY,PANDEY,0.7360248447204969,0.7655677655677655,1.0,1.0,1.0,1.0,new_name
PARARIYA,PADARIYA,0.9937888198757764,0.9963369963369964,0.8952380952380953,0.875,1.0,0.92,new_name
PARASADIH,PARASADIH,0.2453416149068323,0.26373626373626374,1.0,1.0,1.0,1.0,new_name
PARASANVIGHA,PARASADIH,0.7701863354037267,0.26373626373626374,0.9111111111111111,0.6666666666666667,1.0,0.86,new_name
PARASI,PARASI,0.14596273291925466,0.1575091575091575,1.0,1.0,1.0,1.0,new_name
PARSA,PARASA,0.3090062111801242,0.32234432234432236,0.9144444444444445,0.8333333333333334,1.0,0.92,new_name
PATANAVA,PATANAVA,0.046583850931677016,0.047619047619047616,1.0,1.0,1.0,1.0,new_name
PAWAI,PAVAI,0.6894409937888198,0.7161172161172161,0.8933333333333333,0.8,1.0,0.9,new_name
PIPARA,PIPARA,0.7298136645962733,0.7582417582417582,1.0,1.0,1.0,1.0,new_name
PIRAUTA,PIRAUTA,0.13354037267080746,0.14285714285714285,1.0,1.0,1.0,1.0,new_name
POIVWAN,POIVWAN,0.35248447204968947,0.3626373626373626,1.0,1.0,1.0,1.0,new_name
POKHAR,POKHAR,0.34782608695652173,0.358974358974359,1.0,1.0,1.0,1.0,new_name
POKHRAHAN,POKHARAHA,0.20031055900621117,0.21611721611721613,0.9055555555555556,0.7777777777777778,1.0,0.89,new_name
RADHAULIYA,RADHAULIYA,0.15993788819875776,0.17216117216117216,1.0,1.0,1.0,1.0,new_name
RAJA,RAJA,0.027950310559006212,0.029304029304029304,1.0,1.0,1.0,1.0,new_name
RAJOI,RAJOI,0.27484472049689446,0.29304029304029305,1.0,1.0,1.0,1.0,new_name
RAJPUR,RAJUPAR,0.3695652173913043,0.38095238095238093,0.9277777777777778,0.7142857142857143,1.0,0.88,new_name
RAKHUA,RAKHUA,0.2111801242236025,0.2271062271062271,1.0,1.0,1.0,1.0,new_name
RAMABANDH,RAMABANDHA,0.5232919254658386,0.5512820512820513,0.98,0.9,1.0,0.96,new_name
RAMPUR,RAMAPUR,0.09472049689440994,0.0989010989010989,0.9666666666666667,0.8571428571428572,1.0,0.94,new_name
RAWAL,RAVAL,0.7437888198757764,0.7728937728937729,0.8933333333333333,0.8,1.0,0.9,new_name
RAYAPURA,RAYAPURA,0.07763975155279502,0.08058608058608059,1.0,1.0,1.0,1.0,new_name
SAHEYA,SAHEYA,0.06832298136645963,0.0695970695970696,1.0,1.0,1.0,1.0,new_name
SALEM,SARIM,0.2360248447204969,0.27106227106227104,0.7866666666666667,0.6,1.0,0.8,new_name
SARGAWAN,SARAGANVA,0.8881987577639752,0.9084249084249084,0.8856481481481482,0.5555555555555556,1.0,0.81,new_name
SARIM,SARIM,0.2670807453416149,0.27106227106227104,1.0,1.0,1.0,1.0,new_name
SATVAT,SATAVAT,0.968944099378882,0.978021978021978,0.9277777777777778,0.8571428571428572,1.0,0.93,new_name
SHEKHAPURA,SHEKHAPURA,0.36645962732919257,0.3772893772893773,1.0,1.0,1.0,1.0,new_name
SILAR,SILAR,0.6801242236024845,0.706959706959707,1.0,1.0,1.0,1.0,new_name
SIMARA,SIMARA,0.2080745341614907,0.22344322344322345,1.0,1.0,1.0,1.0,new_name
SIMARIYA,SIMARIYA,0.09937888198757763,0.10256410256410256,1.0,1.0,1.0,1.0,new_name
SOHRAREYA,SOHRAREYA,0.17080745341614906,0.18315018315018314,1.0,1.0,1.0,1.0,new_name
SONAVARSHA,SONAVARSHA,0.38509316770186336,0.3956043956043956,1.0,1.0,1.0,1.0,new_name
SUHI,SUHI,0.8835403726708074,0.9047619047619048,1.0,1.0,1.0,1.0,new_name
SUSANAR,SUSANAR,0.062111801242236024,0.06227106227106227,1.0,1.0,1.0,1.0,new_name
TENDUA,TENDUA,0.13975155279503104,0.15018315018315018,1.0,1.0,1.0,1.0,new_name
TETARIYA,TETARIYA,0.3136645962732919,0.326007326007326,1.0,1.0,1.0,1.0,new_name
TITAI,TITAI,0.6987577639751553,0.7252747252747253,1.0,1.0,1.0,1.0,new_name
TOLI,TOLI,0.6184560780834073,0.6380952380952382,1.0,1.0,1.0,1.0,new_name
UNTHU,UNTHU,0.14906832298136646,0.16117216117216118,1.0,1.0,1.0,1.0,new_name
UPARADAHA,UPARADAHA,0.7950310559006211,0.8278388278388278,1.0,1.0,1.0,1.0,new_name
VISHRAMAPUR,VISHRAMAPUR,0.7049689440993789,0.7326007326007326,1.0,1.0,1.0,1.0,new_name
VISHUNAPUR,VISHUNAPUR,0.8742236024844721,0.8956043956043956,1.0,1.0,1.0,1.0,new_name
WAN,WAN,0.10869565217391305,0.11355311355311355,1.0,1.0,1.0,1.0,new_name
YADUPUR,YADUPUR,0.9285714285714286,0.945054945054945,1.0,1.0,1.0,1.0,new_name
YARI,YARI,0.3804347826086957,0.39194139194139194,1.0,1.0,1.0,1.0,new_name
ZHIKATIYA,ZHIKATIYA,0.2701863354037267,0.2893772893772894,1.0,1.0,1.0,1.0,new_name
BAKAN,AVAN,0.1956521739130435,0.11355311355311355,0.7833333333333333,0.6,1.0,0.79,old_name
BAGAIYA,BAGOI,0.21428571428571427,0.23809523809523808,0.8533333333333333,0.5714285714285714,1.0,0.81,old_name
KUSHI,DAKSHNI,0.3198757763975155,0.20512820512820512,0.7904761904761904,0.4285714285714286,1.0,0.74,old_name
KUNDA,KENDRA,0.7484472049689441,0.6684981684981685,0.8400000000000001,0.6666666666666667,1.0,0.84,old_name
KHAIRI,KHAIRA,0.13043478260869565,0.40293040293040294,0.9333333333333333,0.8333333333333334,1.0,0.92,old_name
KHARDIHA,KHARADIHA,0.9161490683229814,0.8095238095238095,0.9277777777777778,0.8888888888888888,1.0,0.94,old_name
NARA,N,0.41304347826086957,0.6813186813186813,0.75,0.25,1.0,0.67,old_name
PAHARAMA,PADARAVA,0.2857142857142857,0.03663003663003663,0.8666666666666667,0.75,1.0,0.87,old_name
BHEDIYA,PIECHIDIKOLANI,0.40993788819875776,0.45604395604395603,0.6238095238095238,0.2857142857142857,1.0,0.64,old_name
VISHRAMAPUR,VI,0.7049689440993789,0.6538461538461539,0.7272727272727272,0.18181818181818177,1.0,0.64,old_name
DAYA,VIDNYAN,0.10869565217391304,0.5128205128205128,0.7261904761904763,0.4285714285714286,1.0,0.72,old_name
